agency,description,name,price
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,721'}",6413 W Corrine Dr Longhorn Ranch Unit 2,"$1,199,000"
Arrt Of Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,770'}",4812 W Greenway Rd W Sunburst Farms 7,"$1,198,000"
Upside Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,451'}",8221 W Orange Dr Caballeros Haciendas,"$1,190,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,980'}",5867 W Abraham Ln Arrowhead Lakes 1 Replat Lt 1-204 A-H J-N P-R,"$1,125,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,046'}",5231 W Melinda Ln Arrowhead Lakes,"$999,999"
Keller Williams Arizona Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,178'}",12934 W Mauna Loa Ln Rancho El Mirage Parcel C,"$410,000"
Az Flat Fee,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,776'}",12518 W Valentine Ave Parque Verde Unit 3,"$405,000"
Phoenix Tcb Realty Group Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",11805 W Shaw Butte Dr Sundial 4 Unit 1 Replat,"$399,999"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,685'}",13037 W Lisbon Ln Rancho El Mirage Parcel C,"$399,900"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,895'}",14110 N 117th Ave Grand Village,"$399,000"
Home Hunters Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,407'}",13001 W Aster Dr Dysart & Cactus Parcel 4,"$390,000"
Realty One Group,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,642'}",15229 N Honcho Ct Thompson Ranch Phase 3,"$389,999"
Meridian Real Estate Group Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",12102 N 130th Dr  ,"$384,900"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",13022 W Paradise Dr Sundial 3,"$379,000"
Hague Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,615'}",13109 N 127th Ln Dysart & Cactus Parcel 6,"$379,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,777'}",12505 W Bloomfield Rd Parque Verde Unit 1,"$379,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",11521 W Paradise Dr Sundial 4 Unit 2,"$375,000"
Bedbrock Real Estate Company,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '7,934'}",7436 E Continental Mountain Dr Continental Mountain Estates,"$11,000,000"
Bedbrock Real Estate Company,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '7,250'}",41521 N 75th Place Continental Mountain Estates,"$10,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '8,845'}",4880 E Lone Mountain Rd N Seven Sisters Estates,"$7,250,000"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,503'}",37200 N School House Rd Mosaic At Black Mountain,"$7,200,000"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,503'}",37200 N School House Rd Mosaic At Black Mountain,"$5,295,400"
Realty Executives,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,315'}",5878 E Lone Mountain Rd N Metes And Bounds,"$4,375,000"
Jason Mitchell Real Estate,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '4,204'}",5840 E Ocotillo Rd Loringwood Est. Lots 23-29,"$3,800,000"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,503'}",39342 N Old Stage Rd Village At Go John Canyon,"$3,650,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,701'}",37300 N School House Rd Black Mountain Ridgeline-Endless Sunrise/Sunset Views High Above Cave Creek!,"$2,995,000"
Dominion Group Properties,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '7,040'}",39775 N 50th St Cave Creek Crossing,"$2,992,000"
Ventana Fine Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,711'}",39347 N Old Stage Rd The Village At Go John Canyon,"$2,925,000"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,603'}",39334 N Old Stage Rd Village At Go John Canyon,"$2,895,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '6,014'}",5 E Oakwood Hills Dr Oakwood Hills Subdivision,"$2,599,000"
The Hogan Group Llc,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,539'}",4322 E Libra Place Citrus Preserve/Vasaro,"$2,500,000"
R.S.V.P. Realty,"{'Beds': '8', 'Baths': '6', 'Sq.Ft.': '4,817'}",2706 W Warner Rd Caballos Ranchitos,"$2,500,000"
"Cactus Mountain Properties, Llc","{'Beds': '7', 'Baths': '6', 'Sq.Ft.': '7,432'}",4102 E Scorpio Place Falcon Estates,"$2,499,800"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,751'}",11337 E Elmhurst Dr Santan Vista Unit 2A,"$2,299,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,188'}",2508 W Mesquite St Caballos Ranchitos Unit 2,"$2,149,000"
"Real Broker Az, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,500'}",3151 S Eagle Dr  ,"$2,100,000"
Kirans And Associates Realty Llc,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,153'}",24007 S Lindsay Rd Metes And Bounds,"$2,025,000"
Royalty Real Estate Services,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '3,363'}",4375 S Cooper Rd Sectional Legal,"$1,888,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,467'}",700 W Azalea Dr Ocotillo East Parcel 7 Phase 1,"$1,734,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,595'}",2027 E Teakwood Place Tierra Linda,"$1,699,990"
Barrett Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,710'}",24612 S 142nd St  ,"$1,625,000"
Redfin Corporation,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,378'}",9934 E Twin Spurs Ln Wild Horse Estates Phase 1,"$590,000"
Listed Simply,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,685'}",24451 E Karens Way S3 T6s R10e,"$590,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,128'}",5664 W Willow Way Anthem At Merrill Ranch - Unit 50 2016008607,"$584,750"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,443'}",7874 W Autumn Vista Way Anthem Merrill Ranch - Unit 36,"$575,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,466'}",4005 N Brigadier Dr Anthem Merrill Ranch - Unit 36,"$574,700"
"Merrill Ranch Realty, Llc","{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,692'}",6601 W Sandpiper Ct Anthem At Merrill Ranch Unit 14,"$564,900"
Elite Real Estate Pros,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,118'}",7748 W Stony Quail Way Anthem At Merrill Ranch,"$549,000"
Hague Partners,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,093'}",6825 W Sandpiper Way Anthem At Merrill Ranch Unit 14,"$544,900"
Prosmart Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,407'}",10016 Orange Grove St Crestfield Manor At Arizona Farms Village Par 7,"$543,999"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,988'}",3916 N Cottonwood Dr Anthem At Merrill Ranch - Unit 38 2017062278,"$539,900"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,103'}",3609 N Hudson Dr Anthem At Merrill Ranch Unit 20,"$534,900"
Homesmart,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,039'}",8091 W Autumn Vista Way Anthem At Merrill Ranch - Unit 34 2017094164,"$533,900"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,435'}",36700 N Lone Eagle Point Hawksnest,"$7,250,000"
Realty Executives,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,400'}",6972 E Stagecoach Pass Pass Carefree Plat 3 B,"$6,295,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '6,900'}",9010 E Northview Ln Velvet Shadows 3,"$5,995,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '8', 'Baths': '8', 'Sq.Ft.': '9,172'}",37801 N Stirrup Circle Cow Track Estates 2,"$5,995,000"
Launch Powered By Compass,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '6,501'}",35801 N Meander Way Carefree 3A Amd,"$5,995,000"
Realty Executives,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '6,420'}",6901 E Restin Rd Carefree Plat 3B,"$5,400,000"
Realty Executives,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '7,783'}",39601 N Ocotillo Ridge Dr Ocotillo Ridge Estates,"$5,300,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,059'}",6623 E El Sendero Rd Carefree Grand View Estates,"$4,999,900"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '5,700'}",36631 Peaceful Place Carefree,"$4,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,400'}",6924 E Stagecoach Pass Pass Carefree Plat 3B,"$3,500,000"
Dpr Realty Llc,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '4,950'}",8702 E Silver Saddle Dr Cow Track Estates 2,"$3,295,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,958'}",35035 N Whileaway Rd Carefree Plat 3B,"$3,200,000"
Keller Williams Realty Professional Partners,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '7,215'}",21106 W Granite Ridge Rd Verrado,"$5,999,999"
Keller Williams Realty Elite,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '6,231'}",21530 W Granite Ridge Rd Verrado 5.803,"$4,250,000"
"Home Buddy, Llc","{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,767'}",21168 W Granite Ridge Rd Verrado Parcel 5.804 Lots 433 434 435 436,"$3,500,000"
Network Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,204'}",21413 W Glen St Verrado Parcel 5.505,"$2,227,300"
Keller Williams Realty Elite,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,618'}",4142 N Golf Dr Verrado Parcel 5.701,"$2,100,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,790'}",3478 N Mountain Cove Place #59 Verrado Parcel 3.101,"$1,999,999"
Keller Williams Realty Elite,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '4,711'}",21470 W Sage Hill Rd Verrado Parcel 5.505,"$1,900,000"
The Offer Company,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,484'}",4579 N Middleton Place Verrado Parcel 5.505,"$1,625,000"
Homesmart,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,509'}",4747 N 209th Ave Verrado Victory District Phase 1,"$1,595,000"
"Firerock Realty, Llc","{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,417'}",5604 S 225th Ave Roosevelt Citrus Acres Unit 3 Block 1,"$1,500,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,429'}",3809 N 197th Ave Pasqualetti Mountain Ranch Phase 1 Amd,"$1,400,000"
David Weekley Homes,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,381'}",20709 W Rattler Rd Verrado Victory District Phase 7A,"$1,287,532"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,086'}",697 N Lola Lee Rd S22 T6s R7e,"$3,740,000"
Reata Land,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '5,344'}",15296 W Belmont Dr Tamarack Village,"$1,400,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,280'}",301 N Pottebaum Rd Moeller-Sellers Unit No 1,"$1,200,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,185'}",4019 W Covey Ln S10 T6s R7e,"$999,999"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,877'}",3589 S Henness Rd Mountain View Estates Unit No 1,"$950,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,592'}",9370 W Weaver Circle Weaver Ranch Unit 1,"$899,000"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,094'}",9457 W Coral Mountain Rd Arroyo Verde Estates,"$888,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,059'}",550 S Linden Place Com @ N-Cor Sec 25 6S-7E Th S-1601.45 Th E-208.60,"$875,000"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,333'}","8025 S Jefferson Ave That Portion Of Section 24, Township 07 South, Ran","$790,000"
Firefly Property Management,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,779'}",7100 N Overfield Rd S32 T5s R7e,"$745,000"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,705'}",6656 N Cholla Ln Chaparral Estates Phase 1,"$699,900"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,033'}",10327 W Ironwood Dr Chaparral Estates,"$699,000"
Century Communities Of Az,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,815'}",1299 W Flowstone Trl Canyons At Whetstone Ranch,"$279,990"
Century Communities Of Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,290'}",1281 W Flowstone Trl Canyons At Whetstone Ranch,"$241,990"
Century Communities Of Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,290'}",1295 W Flowstone Trl Canyons At Whetstone Ranch,"$241,990"
"Haymore Real Estate, Llc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,495'}",391 W Hickory Rd Other/Unknown,"$245,000"
Dipeso Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,175'}",189 W 6th St Other/Unknown,"$215,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,543'}",1633 Cottonwood Bluffs Dr  ,"$270,000"
Century Communities Of Az,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,815'}",1275 W Flowstone Trl Canyons At Whetstone Ranch,"$277,990"
Century Communities Of Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,290'}",1315 W Flowstone Trl Canyons At Whetstone Ranch,"$237,990"
Omni Homes International,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,240'}",1668 N Silver Spur Ln Out Of Pima County,"$309,900"
Tierra Antigua Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,109'}",1124 E Butterfield Ln  ,"$190,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,135'}",657 S Foothills Dr  ,"$199,900"
"Opendoor Brokerage, Llc","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,380'}",801 S La Mesa Dr  ,"$257,000"
Arizona 360 Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,058'}",107 Campbell Ave Bakerville,"$309,000"
Keller Williams Southern Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,741'}",556 E Mulberry Ln Bisbee Junction Sub,"$285,000"
Arizona Desert Rat Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '1,664'}",4390 W Red Mountain Rd  ,"$295,000"
"Bisbee Realty, Inc.","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,196'}",2833 Hidden Meadow Ln Bisbee,"$499,000"
"Tierra Antigua Realty, Llc","{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,056'}",18 Wolverine St Park Place Townhouses,"$145,000"
Rio Verde Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,239'}",1422 S Naco Hwy S Miramonte Acres,"$189,900"
Arizado Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '762'}",925 American Ave Bakerville,"$130,000"
Arizona Homestores Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,610'}",405 Shattuck St Warren,"$327,400"
Pepper Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,000'}",735B Tombstone Canyon Old Bisbee,"$270,000"
Keller Williams Southern Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,291'}",617 Oliver Circle Warren,"$280,000"
Eliza Adams Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,000'}",139 Ok St Old Bisbee,"$389,000"
Keller Williams Southern Az,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,362'}",507 W Vista St Warren,"$559,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,466'}",10152 N Mcdowell View Trl Firerock Parcel 01-02,"$2,699,000"
West Usa Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,697'}",14258 E Harmony Ln Adero Canyon Phase 2 Parcel 2A,"$2,649,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,323'}",14270 E Harmony Ln Adero Canyon Phase 2 Parcel 2A,"$2,495,000"
Toll Brothers Real Estate,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,516'}",14107 E Sonora Crest Dr Adero Canyon Parcel 6 Replat,"$2,483,995"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,563'}",15848 E Palomino Blvd Fountain Hills Arizona Lot 20,"$2,450,000"
Exp Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,367'}",14826 E Delgado Dr Fountain Hills Az Fp 513,"$2,400,000"
Home America Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,950'}",9604 N Solitude Canyon Eagle Mountain Parcel 5,"$2,350,000"
Sun City Grand Real Estate,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,183'}",9418 N Solitude Canyon Eagle Mountain Parcel 5,"$2,300,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,900'}",14238 N Territory Trl Adero Canyon,"$2,250,000"
RE/MAX Fine Properties,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,700'}",15634 E Centipede Dr Fountain Hills Az Fp No 505-C Blk 1 L0ts 2 And 3 R,"$2,220,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,479'}",10141 N Mcdowell View Trl Firerock Parcel 01-02,"$2,200,000"
Coldwell Banker Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '5,144'}",15418 E Stardust Dr Stoneridge Estates,"$2,200,000"
Century 21 Arizona West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,737'}",27070 S Congress Way 1 Acre,"$325,000"
Coldwell Banker Northland,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,459'}",5234 W Brackin Ranch Rd A 1 Ranch,"$1,865,000"
Phoenix Real Estate Brokers,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,304'}",26370 S Nora Ln Weaver Mountains Estates Phase 1A,"$312,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,724'}",27193 S Bullard Dr Paso Del Sol,"$279,000"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,345'}",22515 W Pacific St Decks,"$224,900"
Tinzie Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,093'}",26810 S Chittenden St Metes And Bounds,"$188,000"
Peterson Agency Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft. Lot': '14,810'}",22010 W Sunrise Rd  ,"$180,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,705'}",12405 Forest Service 772 Rd  ,"$1,600,000"
Best Flagstaff Homes Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,919'}",6250 W Saskan Ranch Circle Saskan Ranch,"$1,595,000"
Realty Executives Of Flagstaff,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '3,915'}",6255 River Dr East Rurual,"$1,575,000"
Exp Realty,"{'Beds': '9', 'Baths': '5', 'Sq.Ft. Lot': '440,827'}",9644 N Forest Service 9009D Rd Kendricks,"$1,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '3,478'}",5040 S Wildlife Dr Lake Mary,"$1,495,000"
Arizona Legends Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,962'}",22910 W Cactus Wren Ln Rural,"$175,000"
Century 21 Arizona West,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '645'}",21254 W Iron Eagle Dr #350 Escapees At North Ranch,"$174,900"
Award Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,000'}",26680 S Grandview Dr Brough Unit 1,"$165,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,142'}",1757 E Bent Tree Circle #14 Pine Canyon,"$1,468,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,400'}",4155 S Pack Saddle -- Aspen Shadows Amended,"$1,350,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,436'}",1507 E Castle Hills Dr Pine Canyon,"$1,275,000"
Exp Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,778'}",3506 W Kiltie Loop Westwood Estates,"$1,275,000"
Core Realty Professionals,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,284'}",7150 Moroni Dr Baderville Area,"$1,265,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft. Lot': '14,552'}",4410 W Braided Rein -- Aspen Shadows Amd,"$1,200,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,884'}","4777 W Picacho Dr Robson Ranch-Arizona Unit Twenty-Seven A, Lot 35","$562,556"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,884'}","5652 W Gulch Dr Robson Ranch-Arizona Unit One A, Lot 44","$551,332"
Homesmart Premier,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,251'}",5325 W Gulch Dr Robson Ranch,"$550,000"
Elite Real Estate Pros,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,224'}",4460 W Adobe Dr Robson Ranch,"$549,900"
Usrealty Brokerage Solutions Llp,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,041'}",4465 W Loma Verde Ave Robson Ranch-Arizona Unit Twenty-Four 2013044929,"$545,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,537'}",14328 W Libra Dr Silver Bell Estates Unit Four,"$539,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,788'}",5659 W Gulch Dr Lot 79 Robson Ranch-Arizona Unit One A,"$532,649"
Elite Real Estate Pros,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,652'}",5692 N Grand Canyon Dr Robson Ranch,"$529,000"
Elite Real Estate Pros,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,121'}",4608 W Acacia Dr Robson Ranch,"$525,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,884'}",4522 W Loma Verde Ave Lot 72 Robson Randh-Arizona Unit Twenty-Four,"$524,632"
Ivory Towers Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,489'}",5388 N Sonora Ln Robson Ranch Casa Grande Unit 4,"$520,000"
First Class Real Estate Agency,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,488'}",5451 N Globe Dr Robson Ranch Casa Grande Unit 7,"$499,000"
Realty One Group Mt Desert,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,009'}",2840 Joseph Ln Heritage Pointe,"$870,000"
Simpson & Company,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,800'}",3830 W Bighorn Trl Chino Heights Unit 6,"$395,000"
Simpson & Company,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,800'}",3835 W Bighorn Trl Chino Heights Unit 6,"$395,000"
Exp Realty- Prescott,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,177'}",1825 Barbara Ave Chino Meadows Unit #2,"$240,000"
R.O.I. Properties,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,569'}",2400 N Mohawk Trl Chino Heights Unit 6,"$284,900"
Clark Realty Homes And Land,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,687'}",2290 Harrison Dr Appaloosa Meadows Phase 2,"$749,900"
Homesmart Fine Homes And Land,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,414'}",545 Homestead Mesa Dr Mesa View Estates,"$675,000"
Keller Williams Arizona Realty,"{'Beds': '4', 'Baths': '1 F 1 3/4 1 1/2', 'Sq.Ft.': '2,115'}",907 Heather Lane Appaloosa Meadows,"$879,000"
Homesmart Fine Homes And Land,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,731'}",2890 W Pheasant Place  ,"$599,900"
Hello Home Real Estate And Property Management,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,465'}",2525 N Cherokee Dr Chino Heights Unit 3,"$519,000"
Exp Realty- Prescott,"{'Beds': '3', 'Baths': '1 F 1 3/4 1 1/2', 'Sq.Ft.': '2,000'}",1220 E Road 4 North  ,"$699,000"
Berkshire Hathaway Homeservice,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,113'}",5400 N Spotted Dog Trl Cedar Heights,"$660,000"
R.S.V.P. Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,342'}",2706 W Warner Rd Caballos Ranchitos,"$1,600,000"
Homesmart,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '4,175'}",12344 E Wildhorse Place W-Swc Velero Place & Wildhorse Place Mld,"$1,500,000"
